Node ID,xaxis,yaxis,Genename,size,color
chr3:52613235-52620440:-,-0.024403727,2.516841473,PBRM1,1,CLL+UVM
chr14:104224103-104245081:-,-0.024222899,3.262826308,PPP1R13B,0.736965594,CLL+UVM
chr7:156549178-156554827:-,-0.023715051,3.244225636,LMBR1,0.91753784,CLL+UVM
chr6:41652839-41653827:-,-0.023652145,0.585389442,TFEB,1.415037499,CLL+UVM
chr2:43819571-43823069:-,-0.023579265,2.491794225,THADA,1.807354922,CLL
chr7:43685017-43687133:-,-0.023252074,3.177738011,COA1,1.688055994,CLL+UVM
chr2:70068172-70070261:+,-0.02316719,2.676958562,GMCL1,0.688055994,CLL+UVM
chr2:44145291-44145394:-,-0.023092502,5.641483083,LRPPRC,2.688055994,CLL+UVM
chr1:43133112-43141408:+,-0.022851119,10.73550086,PPIH,3.213779291,CLL
chr15:77861519-77864574:+,-0.022676289,2.041370949,Not known,1.039528364,UVM
chr14:61285566-61346411:+,-0.022665362,2.152486098,MNAT1,1.152003093,CLL+UVM
chr17:73689563-73695838:+,-0.02253807,6.878218794,SAP30BP,3.20511443,CLL+UVM
chr16:2577987-2578051:+,-0.022466339,6.633260815,AMDHD2,2.830074999,CLL+UVM
chr22:19422418-19423149:+,-0.022423954,8.32437938,MRPL40,3.790076931,CLL+UVM
chr15:49531565-49574168:+,-0.022301187,4.044822145,GALK2,1.557995453,CLL+UVM
chr4:129886490-129891532:-,-0.022257129,6.316443776,SCLT1,2.949016071,CLL
chr10:124754268-124755509:-,-0.022103842,4.797452791,IKZF5,2.885357434,CLL+UVM
chr4:89633169-89643287:+,-0.021982319,3.657289984,FAM13A-AS1,2.896164189,CLL
chr14:75474492-75475713:+,-0.021979603,4.200194577,EIF2B2,1.784271309,CLL+UVM
chr16:569025-569732:+,-0.021896297,2.644506621,RAB11FIP3,1.611434712,CLL+UVM
chr3:180693193-180693892:+,-0.021845539,3.207360737,FXR1,1.557995453,CLL+UVM
chr5:1079630-1081691:-,-0.021708248,2.639604015,SLC12A7,1.353636955,CLL+UVM
chr6:10723475-10724808:+,-0.021668399,3.427378741,TMEM14C,3.152003093,CLL+UVM
chr15:44862872-44864880:-,-0.021646068,5.526667164,SPG11,2.187627003,CLL+UVM
chr10:127685194-127685974:+,-0.021638007,2.652048222,FANK1,1.039528364,backgroud
chr1:154306742-154306958:+,-0.021579026,5.572969483,ATP8B2,2.38466385,CLL+UVM
chr2:11907985-11911477:+,-0.021392365,1.112748505,LPIN1,0.874469118,CLL+UVM
chr6:43020567-43021359:-,-0.021392142,4.000277452,CUL7,1.557995453,CLL+UVM
chr16:4748629-4748800:-,-0.021383218,3.590563243,ANKS3,1.444784843,CLL+UVM
chr12:123340160-123340362:+,-0.021284167,2.936681254,HIP1R,3.537434131,CLL+UVM
chr5:139865318-139866542:+,-0.021255493,3.864451396,ANKHD1,6.908225806,CLL
chr19:12112638-12136985:+,-0.02094485,5.242534805,Not known,1.38466385,CLL
chr17:30692507-30694775:+,-0.020834934,3.100736397,ZNF207,1.530514717,CLL+UVM
chr22:42466389-42466766:-,-0.02043093,1.688227504,NAGA,1,CLL+UVM
chr4:2877838-2883603:+,-0.020347214,4.282469062,ADD1,2.169925001,CLL+UVM
chr13:36886640-36888363:-,-0.020225817,2.766273923,SPG20,1.38466385,CLL+UVM
chr17:45216273-45219218:-,-0.020178902,3.669253728,CDC27,1.256339753,CLL+UVM
chr19:15491445-15507960:-,-0.020073178,6.642157487,AKAP8L,4.034646143,CLL+UVM
chr16:11862969-11864638:-,-0.019625377,5.098444903,ZC3H7A,2.979822118,CLL+UVM
chr22:51043872-51043968:+,-0.019551338,1.454163065,MAPK8IP2,3.943817165,UVM
chr3:49395200-49395459:-,-0.019366676,7.885795002,GPX1,5.106199404,CLL+UVM
chr22:51048739-51049118:+,-0.019353228,2.972509545,MAPK8IP2,2.516575526,UVM
chr5:31541119-31541368:+,-0.019166009,3.543825123,C5orf22,2.019899557,CLL+UVM
chr4:2950157-2951660:-,-0.019122312,3.243352226,NOP14,1.530514717,CLL+UVM
chr1:154950591-154951181:+,-0.019053731,3.138831975,CKS1B,1.557995453,CLL+UVM
chr12:112669540-112670807:-,-0.018799633,3.410916695,HECTD4,1.289506617,CLL
chr11:68838889-68839375:+,-0.01862372,3.455767566,TPCN2,2.444784843,CLL+UVM
chr1:9640293-9642338:+,-0.018534737,2.63386288,SLC25A33,1.222392421,CLL+UVM
chr19:58817583-58823531:+,-0.01847915,6.894043045,ERVK3-1,7.954519459,CLL
chr19:17835018-17835838:+,-0.018163627,6.37404272,MAP1S,2.399930607,CLL+UVM
chr14:68241850-68242576:-,-0.018040324,6.273051581,ZFYVE26,2.058893689,CLL+UVM
chr2:36780340-36782825:-,-0.017910455,5.01268149,FEZ2,1.959358016,CLL+UVM
chr14:21968777-21969054:-,-0.017717194,5.411484693,METTL3,2.598259323,CLL+UVM
chr15:41102169-41102274:+,-0.017664465,5.987725054,ZFYVE19,2.571541985,CLL+UVM
chr2:114355216-114355953:+,-0.017634227,3.763326685,WASH2P,1.874469118,CLL+UVM
chr1:222835467-222835576:+,-0.017497106,3.966268617,MIA3,1.353636955,CLL+UVM
chrX:48751115-48751182:-,-0.017319609,6.981398267,TIMM17B,3.694261143,CLL+UVM
chr7:35912377-35913223:+,-0.017231224,3.435518616,Not known,2.611434712,CLL+UVM
chr1:32377443-32381495:-,-0.017169962,6.504295971,PTP4A2,3.345774837,CLL+UVM
chr5:162940676-162940826:+,-0.017134185,2.625942534,MAT2B,3.068479738,CLL+UVM
chr1:880200-880436:-,-0.017129992,4.291535884,NOC2L,2.624490865,CLL+UVM
chr14:31099772-31103135:+,-0.016977154,4.675508696,SCFD1,2.863498,CLL+UVM
chr9:5765799-5768946:+,-0.016942977,4.170216769,RIC1,2.152003093,CLL+UVM
chr8:99044546-99045251:+,-0.016936542,2.848900527,MATN2,1.688055994,UVM
chr7:86971025-86974620:-,-0.016831429,2.855930717,TP53TG1,1.222392421,CLL+UVM
chr5:70942105-70944896:+,-0.016639973,2.491602751,MCCC2,1.115477217,CLL+UVM
chr18:21099139-21100144:+,-0.016610969,2.617877451,C18orf8,0.959358016,CLL+UVM
chr6:32095540-32095893:-,-0.016592438,9.582050416,ATF6B,3.557995453,CLL+UVM
chr1:226036316-226036597:-,-0.016588845,8.550874955,TMEM63A,4.844095469,CLL+UVM
chr12:111087303-111087972:-,-0.016433031,2.381020093,HVCN1,3.273018494,CLL+UVM
chr1:26358977-26359167:+,-0.01642071,2.102172615,Not known,2.058893689,UVM
chr17:65888151-65889464:+,-0.016354242,2.475357061,BPTF,1.415037499,CLL+UVM
chr7:129028782-129028873:+,-0.016353928,1.775382721,AHCYL2,1.115477217,UVM
chr15:91549975-91550179:-,-0.016286628,3.6431428,VPS33B,1.637429921,CLL+UVM
chr16:8733020-8734963:+,-0.016257445,5.015053624,METTL22,1.637429921,CLL+UVM
chr10:97141573-97143741:-,-0.016244073,2.008596967,SORBS1,2.096861539,UVM
chr6:170844510-170846321:-,-0.016002215,5.986219725,PSMB1,3.564784619,CLL+UVM
chrX:23722121-23722810:-,-0.015903418,1.778669291,ACOT9,0.959358016,CLL+UVM
chr18:33283608-33289571:+,-0.01572258,1.846604616,GALNT1,1.321928095,CLL+UVM
chr17:62782905-62783365:-,-0.015643246,2.423324301,PLEKHM1P,2.415037499,CLL+UVM
chr19:56186802-56189872:+,-0.015458457,1.161567724,EPN1,4.256339753,CLL+UVM
chr13:41524129-41525464:-,-0.01540499,0.581553094,ELF1,1.321928095,CLL+UVM
chr12:113346630-113348840:+,-0.015372026,10.5443542,OAS1,6.294620749,CLL+UVM
chr9:104296197-104297657:+,-0.015332737,5.843000284,RNF20,2.353636955,CLL+UVM
chr12:27179468-27180263:+,-0.015174794,2.013462476,MED21,1.152003093,CLL+UVM
chr2:27603133-27603338:-,-0.015112663,2.365149405,ZNF513,0.530514717,CLL+UVM
chr2:208425885-208432169:+,-0.015090713,2.36366347,CREB1,2.949016071,CLL
chr5:176665509-176666741:+,-0.014667349,2.402492933,NSD1,1.256339753,CLL+UVM
chr2:74154180-74173813:+,-0.014448271,4.818688432,DGUOK,1.557995453,CLL+UVM
chr1:154924425-154926146:-,-0.014227408,3.720648541,PBXIP1,1.852442812,CLL+UVM
chr13:45694857-45710849:+,-0.014165469,3.709410041,GTF2F2,1.662965013,CLL+UVM
chr22:19938576-19948702:+,-0.014113321,2.334902052,COMT,1.444784843,UVM
chr15:75131105-75131350:-,-0.014106192,10.58457638,ULK3,3.584962501,CLL+UVM
chr11:62555000-62556478:+,-0.013958651,3.357216678,TMEM179B,1.353636955,CLL+UVM
chr9:86593214-86593287:-,-0.013923597,6.200667186,HNRNPK,3.984893108,CLL+UVM
chr16:143342-148142:-,-0.013825995,3.608200122,NPRL3,2,CLL+UVM
chr14:24620098-24620417:+,-0.013732634,10.5443542,RNF31,2.624490865,CLL+UVM
chr18:9133521-9136361:-,-0.013672315,11.09060525,NDUFV2-AS1,6.190922083,CLL
chr10:1118234-1123833:+,-0.013624092,0.92338716,WDR37,1.078002512,CLL+UVM
chr13:31724335-31725083:-,-0.013435595,2.262538534,HSPH1,1.353636955,CLL+UVM
chr6:42176133-42176595:-,-0.01328983,3.057722745,MRPS10,1.662965013,CLL+UVM
chr2:220424244-220427123:-,-0.013282193,2.621700369,OBSL1,1.152003093,UVM
chr5:10263427-10264749:+,-0.013103181,4.862104925,CCT5,3.239465935,CLL+UVM
chr22:19871006-19882929:-,-0.01304937,3.27003175,TXNRD2,1.256339753,CLL+UVM
chr1:207244596-207244828:+,-0.012853548,1.499451447,PFKFB2,0.91753784,CLL+UVM
chr22:50635781-50635865:+,-0.012819005,6.37404272,TRABD,4.437405312,CLL+UVM
chr8:12943464-12943798:-,-0.012681655,2.284837282,DLC1,0.784271309,UVM
chr11:17317015-17317567:+,-0.012494626,2.210375072,NUCB2,1.353636955,CLL+UVM
chr14:24807519-24807627:-,-0.012423465,1.021710402,RIPK3,1.353636955,CLL
chr19:2245555-2246694:+,-0.012234061,4.386536483,SF3A2,3.841302254,CLL+UVM
chr2:198267784-198268308:-,-0.012170558,2.489404997,SF3B1,3.784271309,CLL+UVM
chr12:64199185-64202434:+,-0.012109456,7.051972454,TMEM5,3.222392421,CLL+UVM
chrX:9711733-9714083:-,-0.011965729,2.84293731,Not known,2.852442812,UVM
chr7:104746451-104746934:+,-0.011935262,3.410668046,KMT2E,1.830074999,CLL+UVM
chr4:17608562-17609000:+,-0.011707616,2.321087649,LAP3,1.611434712,CLL+UVM
chr3:121507298-121508919:-,-0.011634036,1.666669801,IQCB1,1.222392421,CLL+UVM
chr9:139837450-139837800:-,-0.011603555,3.917656923,FBXW5,3.452126818,backgroud
chr2:197004545-197005972:-,-0.011558363,0.890088981,STK17B,2.30580843,CLL+UVM
chr3:40353063-40353446:+,-0.011504617,3.649752877,EIF1B,2.502500341,CLL+UVM
chr16:48330077-48333556:+,-0.011458731,1.474743275,LONP2,1.688055994,CLL+UVM
chr1:150478182-150479301:+,-0.01145239,4.357616067,TARS2,1.321928095,CLL+UVM
chr17:80047291-80047507:-,-0.011424394,2.5459977,FASN,1.321928095,CLL+UVM
chr11:505023-506608:-,-0.011416235,2.381709678,RNH1,1.896164189,CLL+UVM
chr1:229407118-229422214:+,-0.011413324,7.074026656,RAB4A,2.688055994,CLL+UVM
chr17:76109312-76109628:-,-0.011348798,4.777238991,TMC6,2.273018494,CLL+UVM
chr1:31350040-31351469:-,-0.011309909,2.150855545,SDC3,1.473931188,CLL+UVM
chr2:183817246-183817520:-,-0.011298324,2.325449587,NCKAP1,1.473931188,UVM
chr17:16343568-16344670:+,-0.011141185,10.18920743,LRRC75A-AS1,5.617977558,CLL+UVM
chr3:183703158-183705557:-,-0.011073337,1.411994105,ABCC5,1.222392421,CLL+UVM
chr16:56481923-56484998:-,-0.011007968,2.352010329,NUDT21,1,CLL+UVM
chrX:153229751-153230028:-,-0.010920298,5.473365982,HCFC1,1.473931188,CLL+UVM
chr17:17925187-17927937:-,-0.010607058,7.016440783,ATPAF2,2.321928095,CLL+UVM
chr14:50196267-50199397:+,-0.010555533,3.992937749,KLHDC1,2.256339753,CLL
chr6:109691691-109697276:-,-0.010538248,2.330422646,CD164,1.473931188,CLL+UVM
chr20:13795162-13797097:+,-0.010526032,4.397238931,NDUFAF5,2.598259323,CLL+UVM
chr8:28625906-28627405:-,-0.010430975,3.408703616,INTS9,1.444784843,CLL+UVM
chr1:67891987-67895670:-,-0.010245402,3.461006868,SERBP1,2.187627003,CLL+UVM
chr15:90775578-90776900:-,-0.010199947,5.220563859,CIB1,2.399930607,CLL+UVM
chr16:88697748-88697829:+,-0.01019721,4.284146337,ZC3H18,1.152003093,backgroud
chr9:134346371-134348873:+,-0.010021621,2.556216156,PRRC2B,0.91753784,CLL+UVM
chr2:27258597-27258813:+,-0.0099945,4.236083526,TMEM214,1.760812336,CLL+UVM
chr11:114316810-114318499:+,-0.009706058,3.9605613,REXO2,1.91753784,CLL+UVM
chr15:90986711-90991784:+,-0.009689093,1.142478838,IQGAP1,0.874469118,CLL+UVM
chr19:39380799-39384053:-,-0.009666395,3.432711451,SIRT2,1.473931188,CLL+UVM
chr1:52880320-52880403:+,-0.009574279,1.313838182,PRPF38A,1.415037499,CLL+UVM
chr1:9640293-9642335:+,-0.009552169,1.826075606,SLC25A33,0.637429921,CLL+UVM
chr22:43547611-43555197:+,-0.009390333,3.169206089,TSPO,3.509555098,CLL+UVM
chr12:53700105-53700443:+,-0.009328249,4.818688432,C12orf10,2.949016071,CLL+UVM
chr13:79939869-79940189:-,-0.009306901,2.581665542,RBM26,5.624490865,CLL+UVM
chr11:46515773-46529740:-,-0.009255168,4.707426951,AMBRA1,1.830074999,CLL+UVM
chr3:101293124-101298671:+,-0.009217619,1.71438751,PCNP,0.784271309,CLL+UVM
chr4:39455867-39456152:-,-0.009110109,4.664069031,RPL9,5.455783842,CLL+UVM
chr5:132439719-132439902:+,-0.009075593,7.855923546,HSPA4,3.106199404,CLL+UVM
chr5:157240265-157241192:-,-0.008898063,1.565222723,CLINT1,3.152003093,CLL+UVM
chr2:33784098-33787776:+,-0.008779162,1.310710026,RASGRP3,1,CLL+UVM
chr17:42165988-42168637:-,-0.008612464,2.658445231,HDAC5,1.415037499,CLL+UVM
chr17:4192724-4200011:-,-0.008494638,2.827309639,UBE2G1,0.830074999,CLL+UVM
chr17:80209419-80210309:-,-0.008482401,4.112422931,CSNK1D,2.058893689,CLL+UVM
chr19:1373160-1376500:+,-0.008452512,1.892160034,MUM1,0.874469118,CLL+UVM
chr16:101661-103475:-,-0.008444246,1.607168087,POLR3K,0.784271309,CLL+UVM
chr17:30693777-30694775:+,-0.008302732,4.397238931,ZNF207,1.688055994,CLL+UVM
chr1:150318968-150321619:+,-0.008276379,2.354437304,PRPF3,0.830074999,CLL+UVM
chr7:76255021-76255316:-,-0.008266187,3.891806797,POMZP3,1.473931188,CLL+UVM
chr6:34256733-34261227:-,-0.008228077,6.37404272,Not known,2.488286481,CLL+UVM
chr20:61867798-61869236:+,-0.008217771,2.787071641,BIRC7,1.637429921,UVM
chr15:93428815-93429374:+,-0.008150967,1.792725285,CHD2,1,CLL+UVM
chr5:154200053-154200819:-,-0.008056491,3.570104278,FAXDC2,1.38466385,CLL+UVM
chr19:50339664-50340081:+,-0.008037862,3.648566684,MED25,1.256339753,CLL+UVM
chr13:20656271-20656905:+,-0.007999959,6.53708462,ZMYM2,3.89077093,CLL+UVM
chr9:33025382-33026453:+,-0.007846641,2.698248178,DNAJA1,1.444784843,CLL+UVM
chr3:186505672-186506080:+,-0.007829866,3.267910712,EIF4A2,2.818759685,CLL+UVM
chr11:71718497-71719733:-,-0.007810304,3.249216828,NUMA1,2.611434712,CLL+UVM
chr13:45911539-45912794:-,-0.007719794,9.342414711,TPT1,7.59370235,CLL+UVM
chr19:41257387-41263214:+,-0.007694963,3.272962879,SNRPA,1.91753784,CLL+UVM
chr15:58891947-58902495:-,-0.007662202,1.960004583,ADAM10,1.039528364,CLL+UVM
chrX:70504304-70510460:+,-0.007637325,6.625056942,NONO,2.38466385,CLL+UVM
chr11:9770731-9771394:+,-0.007609508,2.183134235,SWAP70,2.584962501,CLL+UVM
chr5:132388050-132400652:+,-0.007565948,1.882176714,HSPA4,0.874469118,CLL+UVM
chr5:175815975-175816311:+,-0.007542282,13.00927396,HIGD2A,5.22667978,CLL+UVM
chr10:101802352-101808514:-,-0.007515763,1.927963735,Not known,1.256339753,UVM
chr7:33055500-33057050:-,-0.007455103,3.514075637,NT5C3A,1.688055994,CLL+UVM
chr3:180688147-180693892:+,-0.007446064,3.502336739,FXR1,1.557995453,CLL+UVM
chr3:195782191-195785154:-,-0.007411329,2.151040533,TFRC,1.289506617,CLL+UVM
chr7:116380139-116380880:+,-0.007396256,1.460713955,MET,0.688055994,UVM
chr12:72312329-72314492:+,-0.0073714,3.453318193,TBC1D15,2.20511443,CLL+UVM
chr5:159849411-159849702:+,-0.007363428,4.364508743,PTTG1,2.133855747,CLL+UVM
chr9:140002115-140002473:+,-0.007307821,2.724400849,MAN1B1,1.852442812,CLL+UVM
chr19:49403630-49404025:+,-0.007262721,6.341959136,NUCB1,3.422532036,CLL+UVM
chr2:238419745-238427139:+,-0.007248489,3.04643675,MLPH,2.896164189,UVM
chr1:100477090-100480840:+,-0.007227098,3.993629379,SLC35A3,2.222392421,CLL+UVM
chr16:313775-313996:+,-0.007216433,7.074026656,FAM234A,3.392317423,CLL+UVM
chr16:70566524-70569192:+,-0.007157057,2.619058906,SF3B3,0.959358016,CLL+UVM
chr13:48654127-48655780:-,-0.007063361,3.928863911,MED4,2.039528364,CLL+UVM
chr6:36870211-36882026:+,-0.00704926,6.473178902,C6orf89,2.115477217,CLL+UVM
chr12:110628854-110630394:+,-0.006858664,0.017573038,IFT81,1.289506617,CLL+UVM
chr7:44713541-44713988:+,-0.006858219,2.326975946,OGDH,1.289506617,CLL+UVM
chr12:122991484-122992764:-,-0.006858087,3.491345426,RSRC2,1.807354922,CLL+UVM
chr5:1589497-1593227:-,-0.006790264,0.846153044,SDHAP3,0.830074999,CLL+UVM
chr11:46389298-46389527:+,-0.006577,4.032342037,DGKZ,1.473931188,CLL+UVM
chr1:226562077-226564808:-,-0.006548169,2.504474482,PARP1,1.039528364,CLL+UVM
chr11:61643947-61644337:-,-0.006466323,2.388337442,FADS3,1.039528364,CLL+UVM
chr1:161127108-161127388:+,-0.006464377,5.572969483,UFC1,2.67556505,CLL+UVM
chr19:50016008-50016478:+,-0.006363678,2.729537953,FCGRT,2.058893689,CLL+UVM
chr1:145096622-145103893:+,-0.006345994,1.927531121,Not known,1.256339753,CLL+UVM
chr10:102259032-102259280:-,-0.006338437,2.271174523,SEC31B,1.830074999,CLL
chr3:137940840-137942216:+,-0.006284745,2.197591071,ARMC8,1.444784843,CLL+UVM
chr8:37976882-37978419:+,-0.006278998,3.093172132,ASH2L,1.222392421,CLL+UVM
chr1:47108989-47110832:-,-0.006185401,5.502284288,ATPAF1,2.187627003,CLL+UVM
chr14:78182223-78183822:+,-0.006072684,5.015053624,SLIRP,2.807354922,CLL+UVM
chr15:42697154-42697998:+,-0.00603802,0.422752338,CAPN3,1.473931188,UVM
chr1:223931921-223932986:+,-0.006019876,4.519032952,CAPN2,1.662965013,CLL+UVM
chr9:134514213-134518625:-,-0.006015402,3.767823919,RAPGEF1,1.222392421,CLL+UVM
chr13:113915074-113917776:+,-0.00594337,7.333254893,CUL4A,2.969626351,CLL+UVM
chr2:118579327-118579413:+,-0.005923776,1.755667477,DDX18,0.584962501,CLL+UVM
chr7:86822670-86823021:+,-0.005920855,0.471620462,DMTF1,1.473931188,CLL+UVM
chr19:5679435-5679596:-,-0.005914774,4.52370526,C19orf70,2.784271309,CLL+UVM
chr11:117117665-117150596:+,-0.005903686,3.156506903,RNF214,1.256339753,CLL+UVM
chr21:46271558-46275124:-,-0.005832252,3.673117445,PTTG1IP,2.650253961,CLL+UVM
chr19:10202307-10202728:+,-0.005827748,2.444453496,C19orf66,1.187627003,CLL+UVM
chr4:186321661-186324647:-,-0.005784754,0.854896154,UFSP2,1.222392421,CLL+UVM
chr1:243468080-243471268:+,-0.005768957,2.376800067,SDCCAG8,0.736965594,CLL+UVM
chr3:69987201-69988223:+,-0.005753268,1.894606092,MITF,1.289506617,CLL+UVM
chr8:48707076-48710797:-,-0.005626108,4.117382309,PRKDC,1.415037499,CLL+UVM
chr20:18548241-18549842:+,-0.005618067,1.977737712,LINC00493,1.321928095,CLL+UVM
chr11:122932055-122932771:-,-0.005607581,4.654065523,HSPA8,3.598259323,CLL+UVM
chr2:55462099-55462545:+,-0.005483762,12.93884359,RPS27A,7.229352923,CLL+UVM
chr7:87031642-87032450:-,-0.005387058,1.218020386,ABCB4,2.133855747,CLL
chr7:142961770-142962027:+,-0.005277901,8.099130059,GSTK1,3.115477217,CLL+UVM
chr17:4862968-4863054:-,-0.005213847,7.041025752,SPAG7,2.544320516,CLL+UVM
chr2:201719441-201719726:-,-0.005173529,1.657757987,CLK1,1.530514717,CLL+UVM
chr1:25551613-25553932:-,-0.005161562,3.9605613,SYF2,1.502500341,CLL+UVM
chr1:154229911-154231419:+,-0.005119303,5.414616605,UBAP2L,1.584962501,CLL+UVM
chr3:170015182-170016769:+,-0.005105296,2.254595945,PRKCI,0.784271309,CLL+UVM
chr19:5790374-5791054:-,-0.005088272,4.247670786,DUS3L,1.38466385,CLL+UVM
chr12:7084311-7084390:+,-0.004982552,2.473587018,EMG1,7.782088163,CLL
chr16:70293108-70294946:-,-0.004975575,3.401639293,AARS,1.444784843,CLL+UVM
chr10:7841158-7841707:+,-0.004945312,7.721131588,ATP5C1,3.591626231,CLL+UVM
chr16:2822124-2825451:-,-0.004746013,6.53708462,TCEB2,4.147487612,CLL+UVM
chr16:30676401-30676608:+,-0.004689542,4.000452863,FBRS,1.256339753,CLL+UVM
chr1:16890700-16891301:-,-0.00468534,3.25767611,NBPF1,2.516575526,CLL+UVM
chr5:71524211-71528269:-,-0.004669146,5.092424373,MRPS27,2.20511443,CLL+UVM
chr12:53421973-53427574:+,-0.00465438,9.394432108,EIF4B,4.898853277,CLL+UVM
chr20:37662961-37667121:+,-0.004569081,2.671105585,DHX35,1.662965013,CLL+UVM
chr19:2245555-2246684:+,-0.004539669,5.015053624,SF3A2,2.415037499,CLL+UVM
chr11:62444133-62444284:-,-0.004468604,3.259314423,UBXN1,2.20511443,CLL+UVM
chr11:77815519-77817852:-,-0.004364273,3.00912735,ALG8,1.115477217,CLL+UVM
chr9:114125975-114128518:-,-0.004361125,2.514387222,KIAA0368,1.187627003,CLL+UVM
chr12:14649278-14650569:+,-0.004320005,3.015599077,ATF7IP,3.835699548,CLL+UVM
chr13:45912933-45913631:-,-0.004246225,6.520809725,TPT1,6.094517599,CLL+UVM
chr12:69992202-69993621:+,-0.004222591,3.544866316,CCT2,2.488286481,CLL+UVM
chr5:177578013-177580491:-,-0.00419354,4.643288955,NHP2,2.152003093,CLL+UVM
chr1:12008125-12009813:+,-0.004162108,0.207256823,PLOD1,0.784271309,CLL+UVM
chr19:8578257-8578927:-,-0.004122925,3.294002605,ZNF414,1.152003093,CLL+UVM
chr21:27254102-27264033:-,-0.004119858,4.500829653,APP,3.376969458,CLL+UVM
chr12:54678102-54679768:+,-0.004089104,3.934882153,HNRNPA1,1.415037499,CLL+UVM
chr1:9804079-9804452:-,-0.004022285,5.006676379,CLSTN1,1.712718048,CLL+UVM
chr17:79990705-79990803:+,-0.003991049,0.535872553,RAC3,0.91753784,UVM
chr2:202265837-202272125:-,-0.003945607,3.054395244,TRAK2,0.784271309,CLL+UVM
chr8:144392427-144397896:-,-0.003928331,1.4637096,TOP1MT,1.712718048,CLL+UVM
chr20:25204794-25205821:+,-0.003926569,2.301898534,ENTPD6,0.959358016,CLL+UVM
chr17:27902179-27902305:-,-0.003923688,3.076526032,GIT1,3.28128611,CLL+UVM
chr10:135082472-135082948:-,-0.003921692,0.886920432,ADAM8,1.712718048,CLL
chr20:43530475-43531684:+,-0.003888767,0.958525237,YWHAB,0.959358016,CLL
chr11:8704813-8705536:+,-0.003887039,8.627905798,RPL27A,6.954842534,CLL+UVM
chr1:235600790-235602056:+,-0.003871342,2.210375072,TBCE,0.584962501,CLL+UVM
chr16:30783295-30783389:+,-0.003813744,0.387010941,RNF40,2.256339753,CLL+UVM
chr10:112647645-112649266:+,-0.003811976,2.91681599,PDCD4,2.169925001,CLL+UVM
chr19:14561276-14561686:+,-0.003808591,5.015053624,PKN1,2.058893689,CLL+UVM
chr2:38973342-38973835:-,-0.003795619,3.047874495,SRSF7,2.30580843,CLL+UVM
chr1:32496024-32497103:+,-0.003773568,1.65138096,KHDRBS1,0.91753784,CLL+UVM
chr6:34392633-34392848:-,-0.003771973,7.844796022,RPS10,7.129855401,CLL+UVM
chr4:140216319-140216885:-,-0.003756726,2.283934788,NDUFC1,1.502500341,CLL+UVM
chr1:153957373-153958588:-,-0.003701461,1.800416627,RAB13,0.736965594,CLL+UVM
chr1:186316609-186319354:-,-0.003663487,2.327412432,TPR,1.353636955,CLL+UVM
chr3:44795071-44795715:-,-0.003593433,2.538253764,KIAA1143,0.959358016,CLL+UVM
chr10:98321913-98325060:-,-0.003489661,2.327715826,TM9SF3,1.187627003,CLL+UVM
chr5:179151785-179153660:+,-0.00348045,2.751394066,CANX,2.096861539,CLL+UVM
chr12:58109977-58110164:+,-0.003465782,7.797180636,OS9,3.669278787,CLL+UVM
chr4:27009323-27010032:+,-0.003462924,2.075917705,STIM2,1.473931188,CLL+UVM
chr2:242438608-242438671:-,-0.003436479,3.408283238,STK25,1.152003093,CLL+UVM
chr22:22118552-22123483:-,-0.003381885,2.805599218,MAPK1,0.91753784,CLL+UVM
chr8:97342510-97343236:+,-0.003366623,2.640034,PTDSS1,0.959358016,CLL+UVM
chr12:112451414-112457543:+,-0.003335525,7.104065965,ERP29,3.974733241,CLL+UVM
chr6:31603243-31603343:+,-0.003270085,3.436860623,PRRC2A,2.096861539,CLL+UVM
chr2:152317804-152318745:+,-0.00313214,1.024534208,RIF1,1.688055994,CLL+UVM
chr16:89617018-89619317:+,-0.003092521,3.621711507,SPG7,1.353636955,CLL+UVM
chr15:89866827-89867045:-,-0.003012163,3.011676928,POLG,1.115477217,CLL+UVM
chr15:66792532-66792630:-,-0.002987774,7.821624812,RPL4,6.395177077,CLL+UVM
chr4:103720678-103722610:-,-0.002968085,3.028822951,UBE2D3,1.611434712,CLL+UVM
chr16:25143845-25151471:+,-0.002938411,2.352444794,LCMT1,0.874469118,CLL+UVM
chr13:28196147-28196977:+,-0.002917918,3.103275283,POLR1D,1.662965013,CLL+UVM
chr12:10852275-10853852:-,-0.002914949,2.559366889,YBX3,1.736965594,CLL+UVM
chr9:131023566-131023732:-,-0.002911628,2.703233646,GOLGA2,0.91753784,CLL+UVM
chr14:91776353-91779423:-,-0.002904559,2.803606171,CCDC88C,3.029747343,CLL+UVM
chr5:162884640-162886867:-,-0.002864153,2.122581288,NUDCD2,1.078002512,CLL+UVM
chr17:4849320-4849922:-,-0.002837011,5.350538154,PFN1,4.058893689,CLL+UVM
chr16:67262535-67262681:+,-0.002824796,3.592241731,TMEM208,1.557995453,CLL+UVM
chr20:1903292-1905386:+,-0.002823153,1.913101928,SIRPA,1.078002512,CLL+UVM
chr17:73038783-73043019:-,-0.002809816,4.22307515,ATP5H,2.239465935,CLL+UVM
chr9:140349423-140349690:-,-0.002766436,1.105824642,NSMF,1.187627003,CLL+UVM
chr15:44941232-44943688:-,-0.002721168,1.330080598,SPG11,0.830074999,CLL+UVM
chr2:20451494-20453582:-,-0.002699446,2.238521419,PUM2,0.688055994,CLL+UVM
